pid,name,description,num_tracks,num_artists,num_albums,num_followers,collaborative,modified_at,popularity_bucket
378025,2017 favorites,,152,23,46,2,false,1492646400,niche / personal
495717,Classic rock,,65,17,47,1,false,1481673600,niche / personal
534952,Sleep,,12,10,12,1,false,1500163200,niche / personal
230195,Throwback Thursday,,235,134,192,2,false,1507420800,niche / personal
907571,Party,,175,112,144,1,false,1415750400,niche / personal
245719,oldies,,224,127,182,1,false,1437868800,niche / personal
577833,litty,,159,72,107,2,false,1509148800,niche / personal
414629,Party Playlist,,43,40,43,1,false,1508112000,niche / personal
389109,Workout,,30,25,26,1,false,1498780800,niche / personal
200900,idek,,32,15,24,1,false,1507075200,niche / personal
255883,Sweg,,215,166,197,1,false,1484092800,niche / personal
350380,hip-hop,,9,6,8,1,false,1472601600,niche / personal
244754,Back in the Day,,33,28,31,1,true,1388880000,niche / personal
208601,Beach,,31,21,29,1,false,1491004800,niche / personal
520391,Summer 2015,,71,52,58,1,false,1443052800,niche / personal
837161,💤💤💤,,15,15,15,1,false,1488672000,niche / personal
895585,Christmas,,36,17,20,1,false,1481328000,niche / personal
475631,OTF,,126,65,98,1,false,1467244800,niche / personal
521845, Beauty And the Beast,,10,8,2,1,false,1490486400,niche / personal
500880,LOVE SONGS,,180,114,154,2,false,1502841600,niche / personal
550162,Gold,,105,51,91,1,false,1494979200,niche / personal
878778,Rock of Ages,,86,71,85,1,false,1508803200,niche / personal
145585,Shower💦,,45,33,40,1,false,1451347200,niche / personal
779037,90s,,136,51,88,1,false,1451174400,niche / personal
946689,tbt,,55,43,48,3,false,1485648000,niche / personal
424055,summer17,,73,59,68,3,false,1504742400,niche / personal
717655,chill,,89,43,67,1,false,1506816000,niche / personal
880207,banda ,,176,44,119,1,false,1375920000,niche / personal
813580,August 2013,,30,24,26,1,false,1377475200,niche / personal
846302,vibessss,,62,45,61,2,false,1509321600,niche / personal
586416,mellow,,176,151,158,2,false,1492041600,niche / personal
550181,brah,,209,17,40,2,false,1473033600,niche / personal
605112,Love,,39,26,31,1,false,1499212800,niche / personal
808894,Run,,185,130,171,2,false,1444953600,niche / personal
884650,beachy,,71,50,58,1,false,1466985600,niche / personal
925012,Classics,,57,14,34,1,false,1416960000,niche / personal
262073,High on life,,16,9,11,1,false,1484352000,niche / personal
890924,Smooth Jazz,,24,14,18,1,false,1458604800,niche / personal
370421,Evening,,235,211,229,1,false,1508976000,niche / personal
529177,Lil Wayne,,10,3,9,2,false,1479945600,niche / personal
377132,Florida Georgia Line,,44,23,29,2,false,1484697600,niche / personal
970882,Alternative,,144,82,120,1,false,1508803200,niche / personal
878998,happy,,43,18,35,2,false,1495411200,niche / personal
695584,Oof,,20,15,18,1,false,1508716800,niche / personal
94574,Latin Music,,130,74,109,3,false,1508198400,niche / personal
876350,<3,,212,156,187,2,false,1509494400,niche / personal
606972,Trap latino,,87,44,83,1,false,1509321600,niche / personal
945972,haha ,,6,5,6,1,false,1447804800,niche / personal
668770,alternitive,,50,35,41,1,false,1506470400,niche / personal
906097,💃🏻,,62,42,58,1,false,1493596800,niche / personal
24334,disney ,,41,33,20,1,false,1504224000,niche / personal
89690,~Alex~,asshole,29,28,29,1,false,1463616000,niche / personal
229219,chillz,,47,39,42,2,false,1506988800,niche / personal
145616,Edm Mix,,38,26,35,1,false,1501804800,niche / personal
932391,June 2016,,86,65,69,2,false,1466208000,niche / personal
6373,FUTURE!!!!,,35,12,18,4,false,1502323200,niche / personal
217196,STUDY ,,133,45,105,1,false,1473897600,niche / personal
746628,THE LIST,,75,57,65,2,true,1411603200,niche / personal
740071,Discovery,,66,64,65,1,false,1390780800,niche / personal
383777,HALO,,127,77,107,1,false,1503619200,niche / personal
732311,💚💛❤️,,35,19,29,1,false,1507939200,niche / personal
899512,ANTI,,13,12,12,2,false,1463443200,niche / personal
827496,Love Songs,,17,14,10,1,false,1466035200,niche / personal
536663,yesterday,,58,23,31,1,false,1508112000,niche / personal
322203,Beach,,52,25,34,1,false,1486512000,niche / personal
25501,Twenty Øne Piløts ,,44,3,7,1,false,1487548800,niche / personal
302739,PIANO MUSIC,,94,12,19,1,false,1448236800,niche / personal
474921,Hits,,22,22,22,1,false,1487980800,niche / personal
143094,John Legend,,15,5,9,1,false,1381708800,niche / personal
746625,Wurk,,74,49,62,1,false,1444435200,niche / personal
732354,Mozart,,97,12,24,1,false,1432252800,niche / personal
974837,POP,,72,39,53,1,false,1506902400,niche / personal
969228,Best beats,,194,16,34,1,false,1365811200,niche / personal
182226,Summer,,77,68,74,1,false,1508371200,niche / personal
446857,work in progress,,62,50,58,2,false,1509062400,niche / personal
201168,home,,87,67,85,2,false,1506988800,niche / personal
126308,DREAMVILLE,,43,5,9,1,false,1477008000,niche / personal
529090,Run,,105,63,90,1,false,1501718400,niche / personal
754867,Throwbacks,,75,49,70,1,false,1499212800,niche / personal
401226,ow,,44,31,40,1,false,1507161600,niche / personal
239897,NEW YEARS 2016,,121,50,82,1,false,1487980800,niche / personal
995383,relax,,122,34,42,1,false,1421107200,niche / personal
271164,Mellow Mood ,,43,21,34,1,false,1443052800,niche / personal
691109,reading,reading jamz,16,11,14,2,false,1507939200,niche / personal
474033,Spanish Jams,,15,9,14,2,false,1504224000,niche / personal
231247,Warped,,144,12,24,1,false,1404172800,niche / personal
752050,christmas,,26,5,7,1,false,1508803200,niche / personal
746345,hype,,67,48,63,1,false,1509235200,niche / personal
7727,Michael Jackson,,62,4,23,1,false,1506816000,niche / personal
701479,kiki,,33,24,31,1,false,1492560000,niche / personal
660537,<3,,18,6,11,1,false,1410998400,niche / personal
806552,lmao,,11,6,9,1,false,1507593600,niche / personal
97882,Music,,18,12,15,1,false,1393545600,niche / personal
469709,80's ,,19,17,17,1,false,1439424000,niche / personal
552753,moana,,6,6,2,1,false,1499817600,niche / personal
641514,BEACH PLAYLIST,,39,31,34,1,false,1435449600,niche / personal
100728,Yoga,,26,16,21,3,false,1485129600,niche / personal
228470,School,,92,66,79,1,false,1509408000,niche / personal
94850,Undertale,,119,10,12,1,false,1499385600,niche / personal
740305,Regae,,58,18,33,1,false,1478304000,niche / personal
314743,Amy,,40,38,39,1,false,1434499200,niche / personal
590952,JAN 17,,30,26,30,1,false,1486252800,niche / personal
408908,Classic Hits,,168,79,129,1,false,1505606400,niche / personal
837287, Don't,,22,17,18,1,false,1459728000,niche / personal
410125,Summer '17,,111,76,95,1,false,1501113600,niche / personal
780973,beats,,48,36,44,1,false,1508025600,niche / personal
352610,houston,,11,5,7,1,false,1509494400,niche / personal
337034,Pop Country,,37,29,31,1,false,1505692800,niche / personal
448468,car ,,42,28,35,1,false,1470960000,niche / personal
755532,Worship,,42,25,36,1,false,1506211200,niche / personal
263459,Dirty Dancing,,12,12,7,1,false,1371600000,niche / personal
680278,Favorite songs,,10,6,10,2,false,1500249600,niche / personal
82457,80's Hits,,99,49,72,1,false,1398902400,niche / personal
833768,Latino,,23,17,21,1,false,1502496000,niche / personal
519233,Emo,,183,17,31,1,false,1440028800,niche / personal
373652,Sarah,,165,100,141,1,false,1446681600,niche / personal
976413,Wow,,138,35,49,1,false,1505779200,niche / personal
699379,gym ,,52,19,28,1,false,1483315200,niche / personal
170868,Classic Rock,,147,64,118,1,false,1498953600,niche / personal
551280,rehab,,30,5,8,3,false,1501286400,niche / personal
438222,Pop mix,,46,17,28,1,false,1497398400,niche / personal
825150,New Rock,,35,18,27,1,false,1502841600,niche / personal
275869,contry,,24,16,20,1,false,1447804800,niche / personal
455668,comedy,,33,3,6,2,false,1426723200,niche / personal
194125,Vibe,,48,42,46,8,false,1509408000,niche / personal
930368,BRUNCH,,218,170,167,1,false,1503187200,niche / personal
304797,Happy Music,,34,13,25,1,false,1508976000,niche / personal
861214,Party,,120,77,103,7,false,1424995200,niche / personal
705593,Olivia's playlist,,146,103,123,1,false,1509148800,niche / personal
109294,August 2016,,53,51,53,5,false,1474848000,niche / personal
220455,molly,,115,78,93,3,false,1500681600,niche / personal
979894,rap,,38,12,13,1,false,1429660800,niche / personal
90777,Surf's Up,,52,36,48,1,false,1505779200,niche / personal
745029,feels,,127,95,113,1,false,1509235200,niche / personal
308604,Dub ,,121,71,105,4,false,1499904000,niche / personal
492370,Worship,,33,15,28,1,false,1509408000,niche / personal
279581,chillin,,225,140,195,3,false,1509062400,niche / personal
271652,Saturday Morning,,20,13,18,1,false,1446854400,niche / personal
814379,car music ,,5,5,5,1,false,1462060800,niche / personal
850561,warm up,,68,47,52,1,false,1509148800,niche / personal
398576,Running Music,,26,26,26,1,false,1426982400,niche / personal
489161,The Good Stuff,,47,34,41,6,false,1463011200,niche / personal
192572,throwback,,205,110,172,2,false,1499472000,niche / personal
254567,Oldies,,54,34,47,7,false,1466208000,niche / personal
825665,Work Mix,,50,34,40,1,false,1409875200,niche / personal
910767,top 10,,15,13,15,1,false,1499644800,niche / personal
435576,soft,,30,17,22,1,false,1482192000,niche / personal
926859,Rock,,83,24,51,1,false,1418860800,niche / personal
808553,Worship,,68,29,42,1,false,1502582400,niche / personal
906220,Feelz,,42,22,30,1,false,1506556800,niche / personal
168467,Baby,,15,12,13,1,false,1506729600,niche / personal
308491,Mine,,46,37,39,2,false,1493078400,niche / personal
237628,November 2017,,23,14,16,1,false,1509408000,niche / personal
755523,Freddie ,,19,15,17,1,false,1479427200,niche / personal
392023,New Songs,,69,53,60,1,false,1403654400,niche / personal
114598,Pass the Aux,,53,29,38,1,false,1481068800,niche / personal
234425,idk :((,,23,16,21,1,false,1494028800,niche / personal
715806,50th,,73,47,64,2,false,1499126400,niche / personal
84850,YO !,,218,64,105,1,false,1506643200,niche / personal
748048,2017 ,,37,36,37,1,false,1490054400,niche / personal
339545,Christmas 2015,,27,26,27,4,false,1450915200,niche / personal
715200,emily,,23,21,22,1,false,1508544000,niche / personal
67708,Chill,,39,31,33,1,false,1471910400,niche / personal
284648,Island reggae,,33,27,30,1,false,1485820800,niche / personal
119697,Baby,,26,22,23,1,false,1497484800,niche / personal
512761,mountains,,42,27,28,1,false,1450483200,niche / personal
349378,BP,,130,98,124,1,false,1505433600,niche / personal
797452,Rap,,50,23,33,1,false,1503187200,niche / personal
641442,Yuri ,,225,131,183,1,false,1509408000,niche / personal
232673,Training,,7,7,7,1,false,1495756800,niche / personal
713093,throwback,,169,85,137,2,false,1490918400,niche / personal
30575,goldie oldies ,,18,7,15,1,false,1458345600,niche / personal
245382,Love songs,,38,26,31,1,false,1509235200,niche / personal
79717,fall '17,a seasonal slowdown,43,37,37,3,false,1509321600,niche / personal
883944,Cole,,52,4,14,1,false,1492732800,niche / personal
499367,Vibes,,30,4,5,1,false,1412812800,niche / personal
870771,Best,,56,14,27,1,false,1507939200,niche / personal
277548,cabo,,7,6,7,1,false,1493510400,niche / personal
664515,Sexy,,90,49,72,1,false,1472688000,niche / personal
154571,RUN 2,,32,23,26,1,false,1380672000,niche / personal
900880,Beach songs,,22,21,21,1,false,1485043200,niche / personal
993803,june,,54,52,54,1,false,1497916800,niche / personal
565752,Feelin' good,,98,84,94,2,false,1424044800,niche / personal
46048,country,,186,45,90,1,false,1506124800,niche / personal
710355,My Mixtape,,51,30,41,2,false,1508112000,niche / personal
125184,Dance,,24,21,22,1,false,1463097600,niche / personal
87975,Lit,,61,31,36,3,false,1508803200,niche / personal
988499,salsa,,91,46,78,3,false,1501459200,niche / personal
760973,weights,,227,107,164,3,false,1508803200,niche / personal
56274,peace,,71,34,50,1,false,1507766400,niche / personal
610123,Work Jamz,,76,65,68,4,true,1496275200,niche / personal
432687,MyMusic,,169,100,132,3,false,1491264000,niche / personal
326977,Gym,,28,24,26,1,false,1493164800,niche / personal
513443,BRIAN,,77,35,50,2,false,1490486400,niche / personal
611511,pop punk,,17,7,11,1,false,1436227200,niche / personal
36992,Study Music,Emphasis on piano,41,23,32,1,false,1491868800,niche / personal
59223,Favorite Songs,,74,63,70,1,false,1479081600,niche / personal
236315,chill,,33,20,27,1,false,1454803200,niche / personal
244139,summer 2017,,43,34,35,1,false,1496620800,niche / personal
241441,best songs,,22,11,15,1,false,1509148800,niche / personal
29184,Spanish mix ,,56,24,42,1,false,1507593600,niche / personal
873666,hoe anthems,,73,47,66,2,false,1506038400,niche / personal
223904,Bangerz,,76,52,64,1,false,1502236800,niche / personal
332229,freedom,,36,26,34,1,false,1500940800,niche / personal
530331,Studying,,174,116,157,2,false,1509408000,niche / personal
986266,Young Dumb & Broke,,9,8,8,1,false,1505347200,niche / personal
494550,throwback,,42,21,34,1,false,1507075200,niche / personal
393191,classics,,77,65,72,1,false,1505088000,niche / personal
649921,Disney,,47,35,27,1,false,1498953600,niche / personal
863593,Roadtrip 🚗,,48,43,47,1,false,1509408000,niche / personal
938752,Throwback,,53,42,51,1,false,1497484800,niche / personal
111523,French,,121,37,61,1,false,1507680000,niche / personal
900736,music,,208,73,122,1,false,1509148800,niche / personal
202312,summer,,53,40,43,1,false,1365724800,niche / personal
241935,Hippity Hoppity,,205,42,54,2,false,1321574400,niche / personal
741475,Country ,,71,10,40,1,false,1456963200,niche / personal
821579,Old People Music,,17,17,17,1,false,1508630400,niche / personal
420690,ROCK,,34,31,34,1,false,1432425600,niche / personal
990891,Jazz,,27,9,22,1,false,1499644800,niche / personal
353038,Español ,,135,40,88,1,false,1509148800,niche / personal
337171,summer 2017,,126,22,33,1,false,1503273600,niche / personal
141558,2016 ,,41,28,35,1,false,1485388800,niche / personal
939346,Vibes,,18,13,17,1,false,1483833600,niche / personal
573328,Rainy Days,,37,29,32,2,false,1498435200,niche / personal
825373,Rock Ballads,,121,53,89,1,false,1478390400,niche / personal
350941,STUDY,,20,19,19,1,false,1480550400,niche / personal
324466,DANCING IN THE KITCHEN,,38,27,29,1,false,1476144000,niche / personal
105687,pregame,,23,20,21,1,false,1459468800,niche / personal
81365,indie trash,,158,29,66,1,false,1463788800,niche / personal
838753,LATIN,,175,77,134,2,false,1506988800,niche / personal
113010,Gameday,,38,26,31,1,false,1487635200,niche / personal
190907,Energy,,15,13,13,1,false,1493683200,niche / personal
31043,LIT,,45,26,34,1,false,1504396800,niche / personal
692153,Starboy,,129,49,81,1,false,1509408000,niche / personal
12580,Sp,,27,20,21,1,false,1509062400,niche / personal
480068,yeet,,86,42,60,2,false,1484438400,niche / personal
749058,Coachella 2014,,56,31,46,2,false,1396310400,niche / personal
724781,SUMMER ,,41,34,35,1,false,1470873600,niche / personal
881470,Car,,39,28,32,2,false,1488499200,niche / personal
229696,Summer 2014,,44,40,44,1,false,1441843200,niche / personal
353832,amber,,62,43,58,3,false,1508198400,niche / personal
949625,Disney,,61,49,27,1,false,1503273600,niche / personal
215014,vibezzzz,,78,45,55,1,false,1501286400,niche / personal
37766,Beyonce,,115,34,76,1,false,1392595200,niche / personal
118896,jul,,20,16,18,1,false,1508025600,niche / personal
640278,You and Me,,42,36,41,1,true,1426982400,niche / personal
675918,Study Playlist,,41,27,36,1,false,1421107200,niche / personal
915828,Easy Listening,,143,101,130,3,false,1509062400,niche / personal
933650,blackbear,,37,5,12,1,false,1500076800,niche / personal
879319,Sick Beats,,176,139,160,2,false,1509148800,niche / personal
174909,Bangers,,100,85,96,1,false,1508198400,niche / personal
679837,Roadtrippin',,15,12,13,2,false,1494288000,niche / personal
961918,og,,10,7,10,1,false,1499126400,niche / personal
872905,country tunes,,91,36,53,1,false,1500768000,niche / personal
582650,America,,37,30,35,1,false,1467590400,niche / personal
637535,my chill,,33,21,26,1,false,1508371200,niche / personal
711000,Run,,23,10,13,1,false,1460332800,niche / personal
2016,🔥🔥,,17,7,13,1,false,1475452800,niche / personal
947865,Easy,,50,20,25,1,false,1475193600,niche / personal
455545,sexo,,40,28,35,1,false,1508976000,niche / personal
284576,TB,,54,37,49,1,false,1500249600,niche / personal
285881,Hype,,137,88,118,3,true,1502668800,niche / personal
353763,rock ,,32,14,27,1,false,1506470400,niche / personal
160702,Grammy Style,,20,19,19,1,false,1390694400,niche / personal
548705,jammin,,16,15,15,1,false,1481587200,niche / personal
3751,friday,,27,13,21,2,false,1498780800,niche / personal
177223,5sos,,7,7,7,1,false,1461542400,niche / personal
335971,Our Wedding,,106,84,105,1,true,1507852800,niche / personal
509848,Fake Love,,63,43,55,1,false,1506902400,niche / personal
423450,Jazz,,59,6,7,1,false,1494460800,niche / personal
707767,Pool,,43,27,34,1,false,1499558400,niche / personal
567096,Flow,,20,16,18,1,false,1487203200,niche / personal
217388,2014,,182,109,127,1,false,1424131200,niche / personal
394667,Songss :),,48,35,43,4,false,1508112000,niche / personal
240083,Love,,28,23,25,1,false,1463443200,niche / personal
732143,August,,10,10,10,1,false,1472601600,niche / personal
302145,pump up,,29,22,24,3,true,1380412800,niche / personal
6378,7.17,,26,17,18,1,false,1502668800,niche / personal
354402,Favss,,86,25,54,1,false,1508371200,niche / personal
983763,summer,,47,37,45,1,false,1489449600,niche / personal
186505,flashback,,7,7,7,1,false,1389830400,niche / personal
552130,Mary,,41,12,34,1,false,1395792000,niche / personal
95164,2.0,,27,22,26,1,false,1506816000,niche / personal
926156,MY JAM,,76,61,70,1,false,1468454400,niche / personal
107683,Good Country,,56,34,45,2,false,1441843200,niche / personal
476869,OLDIES,,75,33,54,1,false,1500681600,niche / personal
546919,Test,,37,28,34,1,false,1509235200,niche / personal
516391,👀👀,,11,8,11,1,false,1457136000,niche / personal
524710,Boys,,170,93,131,1,false,1509148800,niche / personal
964378,down,,75,37,58,2,false,1499385600,niche / personal
435376,Cruise,,101,77,91,3,false,1499644800,niche / personal
562393,Acappella,"A playlist of nearly 50 songs that are uplifting and full of great harmony! Kieth Lancaster, Straight No Chaser, Voices of Lee, and many other Accapella groups make appearances.",53,21,37,1,false,1494806400,niche / personal
35275,TG,,42,25,35,1,false,1480032000,niche / personal
622005,Party,A playlist made for my nerdy friends. I tried to focus on the bass,231,117,155,1,false,1507680000,niche / personal
407244,Rap,,73,24,47,1,false,1457481600,niche / personal
264734,country hits,,38,24,31,1,false,1474761600,niche / personal
180602,House Party,,25,17,25,1,false,1468281600,niche / personal
428315,boi,,26,20,25,1,false,1448150400,niche / personal
635066,Chill Out,,228,116,169,2,true,1482019200,niche / personal
827842,Hers,,78,62,70,1,false,1509494400,niche / personal
719573,serendipity,,163,98,131,2,false,1493510400,niche / personal
87251,summer,,60,38,48,1,false,1508112000,niche / personal
582517,Tunes,,88,27,66,4,false,1498608000,niche / personal
322239,Feelsgoodman,,61,44,53,1,false,1508889600,niche / personal
972951,Anytime,,41,32,35,2,false,1505692800,niche / personal
208414,Miami,,108,88,102,1,false,1497312000,niche / personal
683989,Disney,,39,30,22,1,false,1447891200,niche / personal
698837,melt,,98,69,76,1,true,1506124800,niche / personal
551258,Eli,,128,53,57,1,false,1499040000,niche / personal
569416,the good life ,,22,17,21,1,false,1501718400,niche / personal
489173,one and only,,20,12,15,1,false,1468540800,niche / personal
239131,Ish,,26,22,22,1,false,1385596800,niche / personal
171018,English,,14,11,14,1,false,1448064000,niche / personal
603038,Lyrical,,59,41,55,1,false,1507075200,niche / personal
62062,💦💦💦,,19,18,19,1,false,1509408000,niche / personal
496493,may,,39,30,33,1,false,1399593600,niche / personal
559379,Flowers in Your Hair,,57,32,45,1,false,1481500800,niche / personal
442780,Sweet,,12,10,10,1,false,1509408000,niche / personal
24895,✨✨,,236,92,159,4,false,1463875200,niche / personal
42811,Soul,,8,4,6,1,false,1474588800,niche / personal
308468,happy!,,24,18,22,1,false,1487721600,niche / personal
388312,Divas,,63,28,47,1,false,1437436800,niche / personal
916131,ROCKET,Beeps and chiptunes,30,19,30,1,false,1508716800,niche / personal
464830,May 2017,,57,47,53,1,false,1495065600,niche / personal
732933,Orchestral,,36,23,34,1,false,1491350400,niche / personal
335100,Beck,,7,3,5,1,false,1469404800,niche / personal
919853,Summer 2015,,38,27,30,2,false,1440201600,niche / personal
744939,Easy,,30,16,27,1,false,1481155200,niche / personal
240974,Good Morning,,171,63,107,1,false,1495152000,niche / personal
253364,Bullet for my Valentine,,166,34,67,1,false,1489536000,niche / personal
225201,My Country,,122,56,86,3,false,1470355200,niche / personal
378661,mine,,24,9,15,2,false,1445472000,niche / personal
558542,party,,99,72,89,1,false,1504396800,niche / personal
318516,BPM,,80,62,77,1,false,1499731200,niche / personal
847265,Folksy,,87,68,81,2,false,1506988800,niche / personal
838599,Shower,,11,4,7,1,false,1435881600,niche / personal
343097,musica latina,,41,22,34,2,false,1468195200,niche / personal
946926,in my feels,,29,27,28,1,false,1496361600,niche / personal
548506,santiago,,23,17,22,1,false,1486166400,niche / personal
19571,Pitch Perfect Soundtrack,,24,15,10,1,false,1374019200,niche / personal
164688,spanish,,83,31,54,1,false,1431907200,niche / personal
414917,Lista oficial Sense8,,20,14,16,1,false,1437004800,niche / personal
917211,bt,,14,6,6,1,false,1462233600,niche / personal
791390,Summer,,166,95,136,1,false,1509235200,niche / personal
708927,Christmas Classics,,21,11,11,2,false,1480032000,niche / personal
2623,Let's Get Lost,,6,6,6,1,false,1466467200,niche / personal
408522,Fire,,190,65,118,4,false,1507593600,niche / personal
340578,December,,17,15,15,1,false,1449705600,niche / personal
388333,All Trap Music,,72,56,37,1,false,1421884800,niche / personal
164750,Guilty pleasures,,31,28,29,1,false,1487203200,niche / personal
897871,Runner!,,42,27,36,1,false,1412380800,niche / personal
465218,spiritual,,10,8,10,1,false,1483574400,niche / personal
583188,Jams,,45,27,34,1,false,1508630400,niche / personal
532573,Sleep,,23,4,9,1,false,1426550400,niche / personal
137973,MOVE,,34,31,34,1,false,1508371200,niche / personal
347924,Camp,,45,37,41,20,false,1423267200,niche / personal
303100,surf,,82,25,61,1,false,1462924800,niche / personal
450010,boyce avenue,,34,10,19,1,false,1386201600,niche / personal
436824,school,,12,5,10,1,false,1508025600,niche / personal
466818,Rock & Roll,,22,10,19,1,false,1485216000,niche / personal
500095,Jammin,,127,94,112,2,false,1509235200,niche / personal
799250,Feels ,,135,105,123,1,false,1505260800,niche / personal
960580,wedding,,64,42,52,1,false,1489363200,niche / personal
657737,litttt,,7,4,6,1,false,1489449600,niche / personal
697006,chill.,,61,47,56,1,false,1509408000,niche / personal
175590,rock,,204,71,149,2,false,1503532800,niche / personal
195603,stuffs,,29,23,27,1,false,1500595200,niche / personal
404231,LifeStyle,,82,49,75,5,false,1438560000,niche / personal
19314,soundtrack,,54,15,24,1,false,1504828800,niche / personal
986265,glitch,,40,5,14,2,false,1500422400,niche / personal
81851,Beach,,78,23,42,5,false,1501804800,niche / personal
962683,Pops,,193,113,158,1,true,1419638400,niche / personal
127548,Chill,Chill music that is up beat,58,51,55,1,false,1508198400,niche / personal
72456,Sunday Morning.,,22,14,20,1,false,1438992000,niche / personal
686443,Cocktail Hour,,67,62,64,3,true,1470182400,niche / personal
2983,selena ,,12,3,7,2,false,1468108800,niche / personal
749166,Road Trip,,83,41,64,1,false,1497139200,niche / personal
756863,Musicals!!!,,67,55,33,1,false,1506816000,niche / personal
304251,bangerz,,223,62,130,1,false,1506211200,niche / personal
133076,👽👽👽,,25,14,16,2,false,1470873600,niche / personal
301991,Disney,,112,75,46,1,false,1396656000,niche / personal
849718,jb,,16,13,15,1,false,1483056000,niche / personal
641276,car playlist,,34,21,26,1,false,1479945600,niche / personal
940207, Running list ,,112,77,98,2,false,1465948800,niche / personal
330872,windows down,,28,26,27,1,false,1502582400,niche / personal
166265,Classic Country,,74,31,52,1,false,1501113600,niche / personal
209490,electro,,104,55,77,2,false,1434844800,niche / personal
862855,Funk ,,57,32,51,1,false,1509408000,niche / personal
590293,Birthday Playlist,,24,7,15,1,false,1489622400,niche / personal
466530,2000s R&B,,80,37,66,1,false,1504051200,niche / personal
84151,Country,,95,23,67,1,false,1455926400,niche / personal
118553,Ben,,30,17,24,1,false,1450569600,niche / personal
731940,Rap,,123,96,113,4,false,1459036800,niche / personal
39145,sleep,,22,10,14,1,false,1493856000,niche / personal
948190,summer,,38,33,35,2,false,1441065600,niche / personal
563395,My favorite,,162,35,66,1,false,1463011200,niche / personal
241439,Gates,,6,3,4,1,false,1485907200,niche / personal
808812,listen,,42,35,41,4,false,1508025600,niche / personal
931752,Ryan's Playlist,,29,27,27,1,true,1457654400,niche / personal
807316,classic,,28,21,23,1,false,1505865600,niche / personal
922453,sad:((((,,85,60,72,2,false,1508803200,niche / personal
228319,Deathcore,,14,7,13,1,false,1501545600,niche / personal
43140,play,,22,20,21,2,false,1505865600,niche / personal
853098,Summer,,27,14,20,2,false,1461024000,niche / personal
942035,love,,100,73,89,1,false,1487030400,niche / personal
865083,music,,92,52,84,1,false,1507852800,niche / personal
180353,Hyphy ,,18,10,15,1,false,1454112000,niche / personal
480956,Summer,,17,17,17,1,false,1437436800,niche / personal
327223,It's Lit,,49,27,42,1,false,1499040000,niche / personal
751832,Fall 2013,,29,23,24,1,false,1405900800,niche / personal
680920,Rap,,13,6,10,1,false,1447891200,niche / personal
6021,Creep,,9,7,8,1,false,1468108800,niche / personal
552635,Jeremy,,96,18,45,2,false,1435536000,niche / personal
862429,Pop Rock,,70,25,41,1,false,1502236800,niche / personal
793911,XX,,11,8,11,1,false,1465084800,niche / personal
432506,rap,,64,38,46,1,false,1508630400,niche / personal
880590,SK,,12,10,11,1,false,1508889600,niche / personal
620157,ski,,182,78,131,3,false,1509148800,niche / personal
464590,Soccer,,12,6,10,2,false,1504051200,niche / personal
338144,Summer 2016,,13,9,9,1,false,1471910400,niche / personal
285204,Slow Songs,,25,20,23,1,false,1504051200,niche / personal
742192,Lil bit of everything ,,179,71,109,2,false,1433980800,niche / personal
47666,Latino,,14,8,11,1,false,1469404800,niche / personal
578321,White Girl Wasted!!,,121,79,104,1,false,1405036800,niche / personal
485307,side a ,,17,17,17,1,false,1507507200,niche / personal
30903,Modern,,24,14,17,1,false,1505347200,niche / personal
719777,ambient,,19,9,9,1,false,1490918400,niche / personal
264059,relaxing ,,17,11,17,1,false,1496620800,niche / personal
622702,sleep,,9,7,9,1,false,1462924800,niche / personal
654963,Listen to Me,,182,19,29,1,true,1370736000,niche / personal
1173,Indie Mix,,45,18,29,1,false,1411603200,niche / personal
513425,Run,,23,15,18,3,false,1509408000,niche / personal
779706,Bus,,80,47,59,2,false,1503964800,niche / personal
563184,Winter 2016,,47,45,46,1,false,1507507200,niche / personal
129609,Rock,,61,39,53,1,false,1502928000,niche / personal
681061,Country,,93,57,72,1,false,1507161600,niche / personal
227655,april showers,,30,20,22,1,false,1429574400,niche / personal
240972,Michelle,Ayo whaddup,12,12,12,1,false,1503360000,niche / personal
517937,life,,12,8,10,1,false,1462579200,niche / personal
793632,23,,164,42,83,2,false,1508716800,niche / personal
414627,Fun,,22,18,21,1,false,1468368000,niche / personal
901311,workout,,18,7,13,1,false,1476057600,niche / personal
498984,Morning Drive,,93,62,79,1,false,1508630400,niche / personal
678859,coming home ,,49,47,49,3,false,1508716800,niche / personal
982554,AF,,105,68,93,1,false,1507507200,niche / personal
589084,hyfr,,61,52,54,5,false,1465516800,niche / personal
236820,jam sesh,,89,60,79,1,false,1498003200,niche / personal
181963,Childhood,,18,18,18,1,false,1371859200,niche / personal
521571,golden days,when the sky is starless,173,79,122,2,false,1509321600,niche / personal
916753,playlist,,31,26,31,1,false,1465948800,niche / personal
249687,LIFT,,56,32,40,1,false,1508198400,niche / personal
809891,PARTAY,,16,14,16,1,false,1493337600,niche / personal
228737,New Years ,,81,47,64,2,false,1505260800,niche / personal
700584,DO IT,,231,159,208,4,false,1508803200,niche / personal
437419,En Ingles,,105,71,97,1,false,1423612800,niche / personal
327886,Stay Awake,,18,13,15,1,false,1444867200,niche / personal
383148,wedding playlist,,18,17,18,1,false,1445990400,niche / personal
291565,ARUBA,,57,52,56,1,false,1494374400,niche / personal
773050,worship,,70,8,16,1,false,1433203200,niche / personal
